"","Control_3","Control_4","Control_7","Control_9","Control_13","FCDI_1","FCDI_2","FCDI_3","FCDI_4","FCDI_5","FCDII_1","FCDII_2","FCDII_3","FCDII_4","FCDII_5","FCDII_6","FCDII_12","FCDII_14","FCDII_15","FCDII_16","FCDII_17","FCDII_18","FCDIII_2","FCDIII_4","FCDIII_5","HME_1","HME_2","HME_3","HME_11","HME_12","HME_13","HME_14","TSC_1","TSC_2","TSC_5"
"TUBA1C",224919000,175063000,130131000,215497000,160038000,129012000,197412000,209803000,226098000,245926000,172252000,183195000,111621000,220218000,93721400,246258000,174108000,155730000,186399000,172563000,252751000,141776000,172543000,259060000,199341000,169252000,151370000,272164000,335717000,175269000,209601000,124022000,144026000,250049000,186965000
"TUBA3E",199643,NA,NA,NA,NA,NA,NA,NA,44712.1,NA,NA,NA,85619.5,17232.6,6606.45,NA,NA,31385.4,NA,NA,NA,11863.1,NA,NA,NA,NA,58602.1,39092.6,16932.2,18937.5,32639.9,11097.9,NA,NA,NA
"TUBA4A",111415000,129238000,154995000,165011000,95101500,177229000,134420000,138550000,114288000,99392700,181890000,176417000,52510200,122482000,71528900,106943000,104497000,112446000,134863000,92976500,85219800,106570000,117243000,139372000,92888600,72831000,71231500,68539500,239750000,132380000,63794200,80990700,91647800,156586000,105508000
"TUBA4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13194900,NA,NA,NA,NA,NA,NA,NA,NA
"TUBA8",723175000,809185000,440677000,556215000,672235000,495058000,469996000,435285000,366129000,469459000,510126000,586877000,452637000,590898000,283115000,458323000,458858000,514042000,378532000,507955000,361588000,218356000,580610000,521867000,667853000,397570000,313100000,588049000,857671000,447394000,658270000,393656000,507877000,865707000,498379000
"TUBAL3",1968190,1674040,2078990,839465,3195250,1061770,1745880,459469,1160690,1087080,2655470,637656,2622210,1716320,356066,620483,1759960,873286,502345,543733,5620490,349422,1068860,694679,408381,320266,NA,2244010,2521640,1825180,456525,2674810,1444450,2372310,898281
"TUBB",355244000,394538000,225149000,357555000,266999000,223201000,354890000,315767000,380491000,385121000,314026000,308319000,219511000,358488000,162737000,340596000,252995000,230251000,337752000,275910000,297826000,265199000,253885000,427472000,320997000,209914000,234376000,351054000,627375000,337507000,363337000,253912000,210528000,378484000,286270000
"TUBB1",452343000,632359000,416885000,404151000,369291000,325636000,352817000,392983000,363693000,326284000,471041000,503392000,330285000,441745000,255646000,339277000,373739000,327159000,443435000,428730000,337539000,286905000,327879000,408169000,394799000,282224000,394488000,430391000,739547000,452081000,396930000,255074000,298332000,542779000,351402000
"TUBB2A",257142000,234117000,140031000,198927000,177362000,139017000,210790000,200292000,209628000,221767000,158899000,183172000,130475000,200670000,113128000,188365000,167929000,122848000,194305000,187481000,156467000,153550000,128470000,243386000,194525000,119207000,53443400,247971000,380732000,201454000,228959000,136893000,124098000,218945000,181219000
"TUBB2B",8849700,11764000,4387110,5842680,10786100,7957890,8854300,8235720,14474400,16302800,5630300,4980850,10332500,21991200,24611000,12407600,8508550,4934460,18352200,6691030,11199100,75081100,6228750,8240840,13394400,4745660,14747100,29227400,40607300,27899300,28023200,12471700,5593110,42910300,18178300
"TUBB3",400710000,410668000,293772000,409986000,272889000,264266000,376287000,387605000,394454000,396512000,380114000,396313000,257399000,366261000,216235000,391674000,267477000,253931000,345787000,318375000,337136000,288029000,314659000,466062000,308471000,229794000,199907000,371236000,661851000,362229000,344273000,273700000,240445000,419968000,366836000
"TUBB4A",202640000,301404000,201309000,329013000,191227000,183222000,197262000,215477000,169747000,169112000,292017000,257195000,165346000,132013000,122884000,89937000,172187000,185716000,207377000,180160000,118279000,140802000,186929000,160939000,221470000,197399000,109585000,132790000,220912000,136357000,120140000,91423800,181195000,192240000,142815000
"TUBB4B",35461600,37621200,25822300,32200900,25044800,21869700,26984300,25313200,27984100,25267100,32347400,23772700,23951400,18909400,11325400,23911300,29502500,21683800,23391800,22366900,19773700,18122100,23044800,33330900,29224100,21359100,26649200,24457600,35520900,23725300,20790400,15735300,21765000,24233900,21055400
"TUBB6",244091000,314019000,248272000,325681000,184846000,226891000,290439000,271636000,272665000,274453000,310999000,338771000,184094000,279428000,215859000,284176000,203767000,200026000,258856000,236816000,232915000,257693000,300442000,358551000,232264000,148408000,142981000,245703000,479913000,256181000,200608000,204648000,197715000,328803000,310916000
"TUBB8",249282,226283,381087,338423,217750,605293,323920,173938,231092,205501,359429,340770,84834.5,363780,25126.3,312918,232144,278789,238506,338542,205104,225431,223702,358327,135214,202488,475183,346717,604590,626215,1432360,161558,308398,221219,262801
"TUBG1",330071,342143,291523,236399,311087,264118,290330,248383,288854,166051,221643,265469,317032,274344,206586,296542,266492,184597,230686,256869,251341,247818,303783,356496,287127,173011,292691,288199,190648,228564,303793,188469,211034,254415,260517
"TUBGCP2",49201.3,62499.1,72117,40071.3,46709.2,69481.9,64450.5,62537.6,76058.9,64154.7,53850,63983.2,89378.4,66018.5,56497.2,68491.1,62934,47823.4,55527,61723.6,77857.2,66980.4,82263.1,61123.4,64950.6,35468.8,62310.2,44201.8,42327.5,54482.3,52134.2,46301.5,48046.2,60049.8,70971
"TUBGCP3",75510.4,143672,130376,84396.3,141439,127669,141535,112740,124708,105627,96823,118368,137206,144019,81797.8,140898,120175,82437.3,106480,110264,124318,111712,137999,109368,113520,NA,94017.6,102325,76187.1,107644,103614,86878.1,78966.6,90782.7,134282
"TUBGCP4",NA,NA,35372.1,34920,NA,37771.8,23900.4,29547.1,40141.7,18981.7,26775.8,20265.7,31561.8,26251.7,19342,32227,NA,NA,35029.1,NA,48465.2,29117,25845,36664.6,NA,NA,NA,22520.8,NA,NA,28009.4,25228.3,NA,25989,31511.3
"TUBGCP6",NA,14256.8,19433.4,NA,NA,15708,16174.3,27355.2,28931,12624.8,NA,NA,37478.6,26962.1,NA,27743.2,NA,NA,23208.9,23228.1,33342.4,NA,21464.8,17247.9,NA,NA,NA,18924.1,NA,NA,28786.7,NA,NA,12586.5,21659.8
"TUFM",2480030,8114310,8192830,6347750,8558160,8563640,8612960,7425210,7456260,7007560,7624870,6348980,6952580,8836320,5167140,8017240,7383500,6478130,9452700,7393980,8236080,8534000,6452300,7222400,6791430,6191030,6208230,8937820,3435680,8053630,9569600,5936960,6246500,4923400,6473280
"TUFT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TUSC2",567717,315140,588554,729499,266927,572996,421380,481782,551254,412024,585836,536691,329082,392050,272095,422879,625745,330650,428110,427124,506048,294931,475041,783640,388983,534022,564451,91575.2,450547,393496,238638,437634,315754,235340,369457
"TUSC3",75518.5,44455,72658.9,71714.5,38416.6,39347.3,79984,62636.8,69285.9,79529.5,56931.7,72949,58868.6,75238.1,NA,60179.8,78866.9,34048.6,46947.7,48403.1,NA,43596.2,61773.4,38238,NA,NA,95285.3,38113.5,46911.2,55817.9,73765.4,122349,34120.5,26624,77834.6
"TUT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42002.1,NA,NA,NA,NA,NA,NA,NA
"TWF1",264889,392368,362333,289447,382257,445473,333357,476646,373845,527207,299399,363498,527317,426655,712013,340153,310423,603101,408839,421462,380965,832530,320247,314627,377404,469213,294809,357343,559919,500732,382323,441627,633229,502340,470232
"TWF2",790393,704078,872287,750012,852460,937173,958033,893718,761891,1144020,823544,751855,706991,888752,868522,901217,805902,993630,712597,932239,985449,805076,736150,868366,712463,869081,708448,829301,687461,914162,706404,1040810,938189,673100,1027650
"TXLNA",56102.1,NA,60848.3,104889,NA,72436.5,96437.9,104651,107326,132561,74326,77565.2,NA,113899,77953.9,82060.5,73261.8,76803.5,94499.8,111893,75319.1,160102,73748.4,75032.9,96809.2,NA,123838,75521.5,100611,92635,NA,99443.3,94338.8,87373.6,94898.4
"TXN",20644400,13569300,2087620,1985370,9407060,1746100,1471840,2689360,2479600,2352100,1940960,2955190,4951660,2261160,3945790,3854230,3623170,5200930,3074220,4452580,2488190,2535500,4463540,3085420,7313200,4475510,2388690,13587600,3604060,3253480,8844240,3046780,4916310,16945200,4128620
"TXN2",110050,125916,NA,10295.7,142709,NA,NA,NA,NA,NA,NA,NA,86393.1,NA,NA,NA,18627.1,50654.4,NA,44972.2,NA,NA,NA,10992.3,114681,NA,NA,60631.7,NA,NA,73348.3,NA,109519,60675.3,NA
"TXNDC12",123603,53643.7,66313.7,55902.1,43254.2,25782.7,NA,36190.7,NA,22432.8,45350.4,71871,225785,20220.1,94705.2,34249.5,NA,118482,34869.9,146452,26821.1,NA,73935.4,NA,366148,124608,29874.4,NA,51858,19812.3,70801.1,29222.2,249488,384501,38894.8
"TXNDC15",71370.1,35229.8,22697.4,46617.3,39777.8,31066.4,26189.1,31832.2,40941.9,25765.5,29544.4,40720.6,30575.5,35645.8,24205.6,32194.1,28266.7,21917.6,24091.1,25251,31413.2,25263.5,31268,26232.6,25996.8,21581.6,36731.2,25217.4,44311.8,26451.2,32932,43844,20337.2,40913.4,36381.2
"TXNDC17",898888,1828430,789497,972347,1110470,625419,635346,887590,920148,810549,820298,1091020,1337980,848443,1800630,955583,807193,1493900,1047610,1166120,519776,1282890,851663,988709,1747010,1326370,800473,1151300,1218070,669576,1478120,791001,1792950,2622180,1073700
"TXNDC5",674832,588989,411577,602048,439782,469580,445343,409703,425853,408881,440879,451074,366365,432725,694066,533507,340866,447671,548568,347590,402322,1219630,340821,563510,352957,565887,492459,426752,558795,519328,443595,391458,429361,620745,405660
"TXNDC9",115808,107686,94459.6,116472,83601,109492,132321,97670.4,102073,84528.7,105110,122402,99127.6,122900,73821.6,106786,86226,85350.3,108704,96537.1,114128,62452.5,94829.5,118119,99756.6,90651.4,99751.7,144306,133667,97538.5,119898,105849,79380,115871,92370.8
"TXNIP",NA,NA,7322.54,NA,NA,NA,6802.07,NA,NA,NA,5274.43,11423.9,17017.4,3362.07,21783.7,8952.32,NA,6793.12,5770.99,7277.14,4054.98,8052.08,7016.48,NA,7364.25,NA,NA,NA,NA,NA,NA,NA,12815.2,6802.74,6950.12
"TXNL1",2413910,3776060,2195860,2945090,2742130,2190620,2062260,2177780,2670330,2354470,2580490,2613540,2813900,2093950,3458470,2278310,2486880,2633070,2462950,2211060,2620500,2887790,2333730,2502210,2661510,2932920,2269370,3155050,2527070,1959040,2708070,2426770,2693970,3305680,2237860
"TXNL4A",NA,13838.7,15091.5,18642.4,NA,10361.9,NA,19564.4,16269.6,NA,15894.5,26303.7,NA,16111.6,30444.2,14214.3,NA,19480.5,20451.3,NA,18601.3,31621.7,20216.4,22554.6,17371.2,NA,14627.2,NA,15243.9,NA,NA,NA,24468.9,22667.5,13299
"TXNL4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5078.74,NA,NA,26556.5,NA,NA,NA,NA,12101.6,NA,NA,9610.17,NA,18944.7,NA,NA,NA,NA,NA,NA,NA,16689.4,9433.03,8550.29
"TXNRD1",718164,887752,582910,625667,932613,671604,776751,745728,790384,866989,734719,617134,742988,816495,1239580,798697,977793,772943,744744,741729,693111,1335690,905029,488843,954920,601060,577576,1126990,957481,1025040,874724,902511,806787,1189660,735464
"TXNRD2",155447,239596,275240,235738,326091,338762,368061,283872,314952,402812,341408,212589,212435,513626,251277,307059,341445,256179,221396,234630,264274,251013,391402,231189,175163,225548,326136,366972,307169,380085,509246,413478,249205,222547,336737
"TYK2",NA,NA,5629.39,NA,7861.48,8052.43,4914.62,9253.54,7852.27,NA,NA,NA,14373.5,12167,4969.05,9846.81,NA,NA,9631.94,4135.32,NA,NA,6234.25,NA,NA,NA,NA,NA,NA,NA,10667.3,6718.13,NA,NA,6102.58
"TYMP",69446.6,40364.5,31137.1,48438,52729.8,30282.5,NA,207617,79984.8,39996.8,153934,82871.6,215507,15203.1,128833,127425,NA,88346.9,186914,161496,NA,131334,48152.4,58269.2,55956.5,96078.6,77876.9,NA,27709.4,NA,NA,NA,95817.6,275412,23185.8
"TYRO3",73446.3,106371,64968.5,71814.8,44827.8,71045.7,63128,54323.7,43336.9,43170.2,54791.5,62278.9,60194.3,49382.4,57686.7,38808.8,41726.5,57694,38829.1,52552.4,43580.3,40152.6,53577.7,75834.6,58287.5,71028.9,54816.1,56389.7,53442.6,36397.7,66658.7,52156.3,60405,77439.7,56404.6
"TYW5",12749.7,27683.3,24661.5,NA,21156.2,21825.3,14494.6,23371.3,NA,NA,20438.3,17432.2,29492.2,12794.7,38012.8,14198.7,14405.7,30331.9,24240.2,28966.8,NA,49806,20082,NA,29126.8,23831.3,NA,20238.4,24949.2,NA,17906.9,NA,34763.8,26169.9,19889.3
"U2AF1",NA,101645,62373.8,84266.6,112041,85180.4,84254.9,70558.9,88471.8,63058.5,57438,83800.5,88230,121924,83030.3,117969,58918.5,107379,79782.8,107223,85991,114687,76043.2,126177,96577.8,56265.6,74553,94772.5,NA,47578.9,104707,92273.2,109192,67431.3,85539.5
"U2AF2",100259,259790,192684,157630,248236,221495,217638,180025,148033,187394,173685,218293,257951,274960,172238,225304,148788,248820,144136,195001,175597,160563,200494,203614,261477,268536,200041,345695,124889,185018,231183,262664,249369,233952,196500
"U2SURP",NA,20097.6,27056.1,14616.2,24393.8,24440.6,16400.3,33045,25917.8,18817.9,17030.8,22936.5,44460.1,38554,23823.7,33439.2,16208,27689.7,21218.6,39723,23546.7,28734.8,23127.3,36778.2,22071.6,23317.6,22129.4,30988.1,NA,20791.7,35062.1,32130.6,25929.4,16306.6,31200.7
"UACA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9116.68,NA,26765.7,NA,NA,NA,NA,13948.9,NA,NA,NA,86992.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30564.8
"UAP1",93798,125156,126550,108413,167141,118132,90810.7,207685,144974,131288,124782,92069.4,136924,105776,244090,119097,172697,167375,159642,181908,81432.8,325720,141986,90044.4,162063,132027,78565.3,89338.4,121914,101751,118116,107672,160107,153142,126513
"UAP1L1",13221.1,127656,41454.6,112483,33987.4,40339.9,38219.5,64042.9,49857.7,62274.9,91883.9,58953.7,113092,60769,259315,50001.9,30107.2,131426,89137.8,47622.4,43221.2,170469,62957.7,57168.5,78028,121449,35297.3,38296.8,147688,36265.1,59879.3,31243.4,125955,199872,82453.1
"UBA1",7679980,13631400,8346970,11908000,10647100,8403940,8607400,8089500,9399330,8283910,9172860,9676220,8418800,8222110,9617420,9058490,8711640,9584290,9084870,7310100,6042450,9943100,7923880,10911400,9924210,12376600,7900410,9388480,8106500,7890060,8298900,8555500,9395510,8917530,6964460
"UBA2",90581.2,216572,184407,206421,187669,197682,217583,169072,164639,199662,235584,222162,212102,229648,238717,184638,154087,193651,162342,182646,132663,184768,166045,160499,182402,242067,183462,241087,187329,173077,179740,160324,210816,222877,172512
"UBA3",601305,1060420,639581,796670,803083,635315,611826,539119,462900,536890,727862,598235,873511,493039,737341,519103,575065,793367,563217,614062,430270,646978,467725,527620,842931,1087760,491744,889828,710363,535862,672618,586180,932826,920191,557639
"UBA5",519830,587599,351523,484852,370757,379879,379241,439543,398929,412139,454259,430909,339630,409119,437640,399213,439868,441543,327738,411368,392014,305599,392732,505987,405226,389148,384961,517245,519414,406615,378227,243413,420470,515616,386351
"UBA6",300662,703183,449604,520508,375228,371560,414193,434643,378449,494070,444666,550685,477895,532078,865822,426889,315281,621218,482736,446142,369260,539472,345766,386655,564011,734708,532301,535643,592721,470243,547523,531983,605708,834832,516856
"UBA7",NA,NA,4824.63,NA,NA,6341.63,NA,NA,6959.78,NA,5085.42,6341.78,13421.4,NA,8743.03,7017.91,NA,NA,7353.16,7274.6,NA,10896.1,5307.62,NA,8209.92,NA,NA,9765.91,NA,NA,NA,NA,NA,12393.8,3693.1
"UBAC1",33353.8,NA,38321.8,68115.3,19890.4,38134.8,38384.3,49447,60685,55334,51216.9,48381.5,25329.8,47460.4,58885.4,59642.2,61499.6,49801.2,44440.6,50738.9,45344.5,38338.4,60457.2,86247.1,52895.2,35017.5,21183,15977.3,46278.4,35529.4,18146.4,43788.5,52263.1,45215.8,49893.8
"UBAC2",5776.02,10098.5,8729.15,NA,8630.31,8240.97,7506.66,14495.1,11481.2,8599.83,8867.2,14853.1,14318.5,14271,10592.1,11180.4,NA,NA,13325.2,12533.3,11303.8,9366.94,8485.9,NA,12879.1,NA,15443.6,13257.5,11302,NA,21767.9,16013.4,10515.5,9257.33,15249.3
"UBAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5120.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3546.16,NA,NA
"UBAP2",60170.3,15099.4,11400.3,16230.2,14291.3,15595.4,23338.6,15809.6,16403.8,15077,18501.2,15951.7,12551.9,24298.1,10393,8144.44,10877.7,NA,17958.4,14573.3,NA,14272.8,16681.4,20218.5,12697,NA,NA,14632.9,8323.52,18983.6,34464.5,NA,14381.3,10740.8,16339
"UBAP2L",787267,361716,285767,366314,300577,277595,368564,284954,352426,351038,275343,274305,268441,317437,222179,292733,291198,213638,281910,304886,319329,247616,284884,405027,218890,269237,423118,369955,273015,262770,518355,107036,208150,157908,255747
"UBASH3A",NA,NA,NA,NA,NA,NA,NA,3753.26,NA,6332.02,NA,NA,NA,8024.6,NA,NA,NA,NA,NA,NA,NA,3999.01,NA,NA,NA,NA,NA,NA,NA,6966.06,11043.8,8674.28,NA,NA,NA
"UBASH3B",27439.8,NA,47146.7,22075.6,45140.9,37056,NA,32283,41756.7,27926.5,NA,NA,19286.3,55443,21945.6,33129.9,40837.6,NA,23729.2,31668.6,43213.9,53723,45332,33178.7,26115.1,NA,NA,49740.4,NA,44989.6,35856.2,39999,NA,NA,32772.1
"UBE2A",32181.1,73300.3,22455.4,45247.4,46350.1,12483.6,24272.5,27264.1,28242.6,33401.9,16768.7,32613.9,58670.2,NA,45427.2,32145.6,25789.6,51290.5,34975.7,38993.7,NA,25598.9,25461.2,37565.7,45164.3,NA,NA,NA,35756.6,16352.2,59304.1,36346.6,37378.6,60634.5,30692.3
"UBE2B",23642.7,33703.3,NA,26131.6,28318.2,NA,NA,NA,NA,18052.1,NA,NA,54127.2,NA,NA,18205.8,NA,NA,24610.2,28895.2,NA,NA,NA,29032.4,43403.6,NA,NA,NA,NA,NA,63076.5,25300,23907.8,27342.6,18750.2
"UBE2D2",383839,283507,464408,695433,224785,489646,607671,359800,417269,639582,616218,607601,82748.9,473056,615540,492536,NA,639509,420681,284626,514089,352689,475121,551081,470629,593569,550283,NA,747864,588073,269196,639185,514265,554429,486299
"UBE2D3",1073480,779352,2186070,2392170,768003,1747050,1561330,1569030,1629130,1674430,1931000,1978030,987327,1653920,2721130,1680400,1608000,1929460,1661510,1609460,1906810,1121710,2046430,2305270,1412300,1715820,2124970,642696,2075960,1630980,894194,2065660,1532480,2592230,2020970
"UBE2D4",126471,111805,250415,290077,89280.5,211926,162549,212083,160091,195842,244247,306113,149598,255064,455418,256735,162715,278732,205275,228351,181203,223517,291430,275875,215178,224678,266744,83360.8,205704,173361,100867,275986,242650,393320,324469
"UBE2E1",NA,NA,15569.6,19071.3,NA,19219.6,15993.2,16945.8,15190.4,15020.1,26746.5,21770.7,NA,22051.2,31036,14567.7,NA,NA,20391.4,NA,NA,40223.1,13817.4,10004.8,9811.49,25109.1,28460.6,9177.44,21580.5,NA,NA,19459.1,NA,25447.3,NA
"UBE2E2",26562.3,68391.9,104263,93493.7,54907.6,102767,93425,88093.3,88848.1,103025,95291.1,106160,62853.1,124268,104605,98014.8,51743.9,69112.8,97652.6,58032.8,89726.9,70435,74176.6,57459.2,51762.5,64943.9,147449,98681.2,69714.4,64647.7,63735.9,128249,64936.7,47327.7,78455.8
"UBE2F",NA,NA,142314,221888,NA,170864,150917,89336.1,105805,78454.3,167754,172904,52003.9,120559,158126,114549,95825.5,104396,134844,104175,106844,203706,116568,147994,NA,101685,169661,NA,210064,103447,45521.9,91466.5,111032,244418,99736.5
"UBE2G1",NA,15268.9,6835.98,8258.26,10830.3,NA,NA,NA,NA,NA,NA,NA,12384.7,NA,NA,NA,NA,10763.1,NA,NA,NA,NA,NA,NA,14960.9,NA,NA,13796.3,12623.5,8226.45,24967.2,NA,33535.3,17082.2,NA
"UBE2H",144088,274519,130741,155434,184130,93550.4,100760,152373,106633,96595,139028,181470,182541,103655,296184,104510,102447,245415,160038,183455,101850,167222,138975,95995.4,198021,227276,150828,182814,195212,67492.8,239104,22051.5,255875,240779,136981
"UBE2I",82847.9,45262.1,269295,347871,NA,283783,297959,240394,253979,231250,307609,314592,70685.8,298375,243722,293664,275760,261587,238109,243165,216178,249975,281644,339177,187732,311355,253684,NA,293291,264190,47250.2,274999,173514,330115,235017
"UBE2J1",NA,17594.6,10695.4,13523,NA,14515.9,9900.1,12929.9,NA,NA,8657.62,12394,NA,13734.4,14041.6,12958.5,14436.7,10735.8,11855.1,11312.1,NA,NA,10041.5,11070.3,NA,NA,21453,19109.7,13234.4,NA,17377.3,16882.7,14251.3,15217.5,15222.1
"UBE2K",806673,1395100,978246,1288490,1090430,860556,920590,986409,1023250,1112870,1095570,1028360,890233,936914,1170520,944853,1223040,1354360,1117420,1082290,837384,893631,858964,1250610,1173370,1509020,1134800,1036360,1663280,1033550,939556,1114220,1408050,1070710,903670
"UBE2L3",956927,220239,2422980,2837680,276014,2236260,2325130,1645160,1663400,1682360,2688690,2676690,841346,1868820,3169560,1817570,1863160,2850700,1763150,1705520,1241790,2573600,2081060,2644390,2500920,3719710,1544080,704006,3440980,2309780,524766,1602120,2762370,4046670,2245340
"UBE2L6",NA,NA,17273.5,32267,18879.1,16941,24929.7,25498.8,26847.9,18764.5,37910.1,31417.2,21125.4,23899.7,54746.4,32642.1,NA,NA,42027.9,16330,NA,50065,42577.3,28425,NA,NA,16255.1,NA,35818.3,NA,NA,12786.6,NA,120216,41080.3
"UBE2M",1117800,1492570,1440770,2109830,1039610,1661350,1553840,1458040,1454640,1521490,1739110,1812360,960854,1410100,1625690,1554480,1396390,1428480,1507040,1227340,1334310,1508740,1444800,1978590,1344080,1984030,1371890,1122020,1758090,1513210,955252,1566570,1269740,1560560,1316940
"UBE2N",2854530,1696560,6253530,7794410,1643390,5486060,6883810,7445830,7772520,5972460,7566660,7399710,3920410,6063410,8123440,7346230,6435960,7350820,7355650,6744880,7970640,6393780,7942480,9941770,6197900,5414860,5818090,1196200,8386520,5815520,2829850,7766300,5197880,9375130,7293850
"UBE2O",1133660,943618,950666,1103460,1095730,1125320,1107920,1031940,1089740,1118580,1085730,1008810,755707,1040590,800174,960067,1106260,882968,1023050,955464,1087880,570086,994922,784649,810142,960393,901871,1344260,1248000,1105780,1252890,1031840,853313,806550,833335
"UBE2Q1",108527,140471,128830,91252.2,76654,113314,92486.1,80057.6,63288,70381.6,113131,114313,97118.8,98276.8,90121.4,80269.6,105079,102861,96912.6,111948,107937,62790.6,98075.6,85491.2,107124,108311,91054.9,93597.5,79873.3,106521,110108,63897.8,111903,97663.4,81519.5
"UBE2R2",109582,209526,109165,135833,118952,82105.4,72815.8,110193,102842,76740.1,108382,133143,130010,105251,177437,92858.6,93082.9,112641,131875,114694,104596,101770,108641,68071.6,87914.4,133753,93929.1,177480,127326,82760.4,171362,106087,105154,149766,118011
"UBE2V1",2818560,3416420,3157050,3420120,2510190,2847840,2759530,3021980,3071410,2504700,3029740,3532500,2424250,2803780,3610330,2613680,3063240,2918080,3152050,2644310,3167800,2705120,2582250,3756250,2972470,3027190,3745760,2015040,4538450,2962190,2285400,3288460,2598080,3416520,2963040
"UBE2V2",1995940,1529440,2334720,2773810,1636650,2251760,2399120,2270950,2317000,2136110,2614860,2635850,1766380,2147480,2532780,2184800,2684210,2677170,1983720,2391960,2447800,1720680,2295060,3228440,2374410,2249200,2649050,1236700,3061650,2247300,1381780,2603520,2107730,2543020,2342550
"UBE2Z",435241,659425,421860,575531,471484,401937,418112,365009,369387,380115,483122,504693,448414,441536,506379,425589,400843,458005,465731,466594,355311,381984,479602,476959,525800,424562,422155,523708,599226,414016,499578,475769,455536,608403,389079
"UBE3A",132464,142631,141205,129656,141978,131284,161122,146817,159863,178992,129211,143194,121112,191717,121627,166316,164597,113997,140220,146626,159410,100348,145146,94330.1,125606,113443,156797,229846,154952,163465,209018,203327,123946,128720,171122
"UBE3B",35962.4,27367.7,37191.4,23048.9,27538.7,36211.4,32709.1,22920.8,38430.7,26430.3,36581.8,34808.6,35442.9,44188.1,30937.4,37247.5,29234.4,31820.3,32441.5,26230.9,45225.9,26710.2,52705,27120.8,28841.2,NA,27534.8,25935,23604,30718.4,44313.9,35032.8,31486.5,21144.8,49096.7
"UBE3C",113489,154013,139348,130035,132836,127419,127342,126555,126098,155272,134736,150418,126360,142112,111473,135676,127598,120458,146655,133850,144158,108857,138303,83470,124112,111502,135051,172033,104507,132343,168104,130294,123035,119509,130617
"UBE4A",158330,336675,254730,305047,231323,224038,223069,235682,212254,223737,260399,276683,264194,201048,307739,221548,219445,285993,251318,213006,161953,308351,228608,211880,262207,326476,201882,232785,172851,211832,204134,213127,278539,330938,222145
"UBE4B",22701.2,31480.1,29987.4,28942.7,25185.1,28654.9,21060.6,26512.6,28939.9,24945.4,27315.5,25727,30924.7,22732.5,27570.3,25382.9,27579.9,22432.1,22740,25776.3,27613.2,23616,31626.7,15945,25170.4,21431.7,29239.8,30139,23777.4,25312.4,31448.9,22822.6,20111.8,17942.4,24311.3
"UBFD1",341356,483625,397684,538588,379739,434600,477736,454463,508694,451456,511789,419276,294419,467372,480357,461608,472894,332499,521535,375646,552944,552360,384881,573766,417348,329412,571111,413684,574816,649018,317936,455942,285523,438308,372786
"UBL3",NA,73655.9,35990.7,107212,NA,26027.3,NA,93558,21113.8,26808.5,46669.1,122981,56368.1,21598.9,223730,29910.9,24895.2,154953,34238.3,145918,50889.4,25852.2,67071.3,26862.3,43728.4,NA,NA,NA,54823.8,NA,NA,29170.6,102838,87794.1,51506.4
"UBL4A",34030.7,NA,219601,316719,NA,251185,262291,216706,234449,186588,303392,261657,73072.4,210578,173523,201484,197126,176706,237804,159052,242781,196756,215837,333863,142087,231083,241586,NA,248744,184800,51782.3,148592,80858.8,198492,197187
"UBL5",198612,141107,291895,394706,167323,259580,285203,370415,291247,268848,320943,247586,223391,315897,392672,308292,311033,450337,350378,361742,258674,364916,281345,424911,509014,586918,351067,NA,270596,249028,236553,216149,456499,457487,269960
"UBLCP1",121505,230526,173675,217859,172886,156825,166269,177576,222151,258888,173471,185513,226898,242490,296979,199969,211280,271340,190798,200417,219057,236036,177562,139444,268724,215711,179608,243128,123654,189355,226244,222380,262524,195479,203878
"UBP1",NA,35119.1,39227.6,26490.7,47601.3,41755.4,60740.4,36756.6,57148.7,27946.1,35782.1,54375.3,33351.1,57280.1,49013.8,50368.1,21724.8,NA,41938.1,39286.5,58241.4,45479.1,41742.4,57613.9,37925.4,NA,NA,40753.9,NA,34012.4,47077,30375.8,NA,38958.6,48617.2
"UBQLN1",319590,69686.1,33450.4,24656.9,86394.6,NA,NA,24363.5,27155,22895.1,27059.3,25121.2,106863,17020.7,25974.4,26649.6,26899.4,30866.3,20779.2,56825.4,25424.7,NA,26524.7,20490,80234.5,NA,18175,63547.6,41035.2,23963.5,138109,23118.4,46851.6,65501.7,20646.9
